purchase_key,customer_id,item_key,location_key,season,size,color,purchase_amount,review_rating,review_rating_imputed,received_discount,shipping_type,payment_method,purchase_frequency_days,purchases_per_year,est_annual_value
1683,1683,17,32,Fall,M,Yellow,97,4.9,False,False,2-Day Shipping,Credit Card,14,26.07,2528.79
1684,1684,24,4,Spring,S,Lavender,57,3.5,False,False,Next Day Air,Venmo,90,4.06,231.42
1685,1685,14,31,Spring,M,Indigo,93,4.6,False,False,Standard,PayPal,7,52.14,4849.02
1686,1686,9,23,Winter,M,Pink,48,4.6,False,False,Standard,PayPal,14,26.07,1251.36
1687,1687,3,13,Fall,L,Red,75,4.2,False,False,Store Pickup,Cash,365,1.0,75.0
1688,1688,16,10,Winter,S,Magenta,70,3.7,False,False,Free Shipping,PayPal,365,1.0,70.0
1689,1689,4,24,Winter,S,Peach,26,3.0,False,False,Next Day Air,Venmo,14,26.07,677.82
1690,1690,14,33,Winter,L,Turquoise,73,4.6,False,False,Store Pickup,Bank Transfer,30,12.17,888.41
1691,1691,24,28,Summer,M,Black,30,3.2,False,False,Free Shipping,Cash,365,1.0,30.0
1692,1692,22,7,Summer,L,Blue,61,3.5,False,False,Next Day Air,Cash,365,1.0,61.0
1693,1693,4,44,Winter,M,Beige,75,2.6,False,False,Standard,Cash,14,26.07,1955.25
1694,1694,25,42,Fall,XL,Olive,88,4.9,False,False,Standard,Bank Transfer,14,26.07,2294.16
1695,1695,14,24,Summer,M,Turquoise,67,2.7,False,False,Express,Debit Card,14,26.07,1746.69
1696,1696,5,27,Fall,S,Yellow,95,4.7,False,False,2-Day Shipping,PayPal,14,26.07,2476.65
1697,1697,8,48,Spring,S,Turquoise,69,4.0,False,False,Free Shipping,Credit Card,14,26.07,1798.83
1698,1698,14,40,Fall,L,Lavender,87,3.5,False,False,Next Day Air,Credit Card,90,4.06,353.22
1699,1699,2,15,Winter,XL,Turquoise,41,4.8,False,False,Standard,Bank Transfer,90,4.06,166.46
1700,1700,18,34,Spring,L,Teal,67,4.0,False,False,Free Shipping,Debit Card,365,1.0,67.0
1701,1701,11,48,Fall,L,Black,70,4.1,False,False,Express,Bank Transfer,30,12.17,851.9
1702,1702,4,24,Winter,XL,Blue,41,3.8,False,False,Next Day Air,Debit Card,90,4.06,166.46
1703,1703,12,1,Summer,XL,Yellow,83,5.0,False,False,Express,Bank Transfer,7,52.14,4327.62
1704,1704,1,5,Spring,M,Black,22,4.0,False,False,Next Day Air,Bank Transfer,365,1.0,22.0
1705,1705,23,12,Summer,M,Lavender,20,3.9,False,False,Store Pickup,Cash,90,4.06,81.2
1706,1706,6,41,Summer,L,Cyan,29,3.4,False,False,2-Day Shipping,Venmo,14,26.07,756.03
1707,1707,8,34,Spring,M,Brown,87,3.0,False,False,Standard,Venmo,14,26.07,2268.09
1708,1708,15,28,Fall,L,Maroon,81,4.9,False,False,2-Day Shipping,Cash,14,26.07,2111.67
1709,1709,20,9,Spring,L,Cyan,58,3.2,False,False,Express,Credit Card,90,4.06,235.48
1710,1710,16,14,Winter,M,Pink,83,3.8,False,False,Standard,Bank Transfer,365,1.0,83.0
1711,1711,13,4,Fall,XL,Orange,59,3.8,False,False,Store Pickup,Credit Card,90,4.06,239.54
1712,1712,19,33,Spring,M,Lavender,93,4.7,False,False,Express,Credit Card,30,12.17,1131.81
1713,1713,19,13,Fall,S,Beige,87,3.8,False,False,2-Day Shipping,Cash,14,26.07,2268.09
1714,1714,25,25,Winter,M,Pink,22,4.6,False,False,Free Shipping,PayPal,90,4.06,89.32
1715,1715,12,41,Summer,S,Charcoal,71,4.4,False,False,Standard,Cash,30,12.17,864.07
1716,1716,10,12,Spring,XL,Gray,69,3.4,False,False,2-Day Shipping,PayPal,14,26.07,1798.83
1717,1717,9,7,Winter,M,Cyan,47,4.7,False,False,Standard,Cash,90,4.06,190.82
1718,1718,11,11,Summer,L,Orange,50,2.9,False,False,Express,Debit Card,14,26.07,1303.5
1719,1719,19,20,Winter,L,Pink,96,3.4,False,False,2-Day Shipping,PayPal,90,4.06,389.76
1720,1720,18,20,Winter,M,White,39,3.2,False,False,Free Shipping,Venmo,90,4.06,158.34
1721,1721,15,21,Winter,S,Beige,84,2.8,False,False,Express,Debit Card,14,26.07,2189.88
1722,1722,6,8,Spring,S,Magenta,28,4.3,False,False,Free Shipping,Credit Card,30,12.17,340.76
1723,1723,19,21,Summer,L,Violet,51,3.3,False,False,Standard,Cash,14,26.07,1329.57
1724,1724,7,32,Spring,XL,Gold,20,3.3,False,False,Standard,PayPal,365,1.0,20.0
1725,1725,22,8,Winter,S,Teal,72,3.3,False,False,Free Shipping,PayPal,7,52.14,3754.08
1726,1726,8,21,Spring,M,Indigo,33,3.0,False,False,Next Day Air,Venmo,90,4.06,133.98
1727,1727,24,14,Summer,S,Olive,28,2.8,False,False,Express,Debit Card,7,52.14,1459.92
1728,1728,9,46,Spring,S,Violet,53,4.0,False,False,Express,PayPal,30,12.17,645.01
1729,1729,12,50,Fall,L,Black,48,4.3,False,False,Express,Debit Card,90,4.06,194.88
1730,1730,15,13,Winter,M,Brown,21,3.8,False,False,Store Pickup,Venmo,14,26.07,547.47
1731,1731,14,1,Fall,S,Silver,22,4.2,False,False,Free Shipping,Credit Card,7,52.14,1147.08
1732,1732,1,12,Fall,M,Gray,87,3.1,False,False,Next Day Air,Cash,30,12.17,1058.79
1733,1733,2,39,Winter,S,Charcoal,50,2.6,False,False,Free Shipping,Cash,90,4.06,203.0
1734,1734,9,32,Summer,L,Black,85,3.4,False,False,Express,Credit Card,365,1.0,85.0
1735,1735,12,25,Spring,L,Brown,98,3.1,False,False,Next Day Air,PayPal,90,4.06,397.88
1736,1736,10,43,Winter,M,Purple,34,3.6,False,False,Express,Venmo,365,1.0,34.0
1737,1737,15,42,Summer,M,Purple,61,2.6,False,False,2-Day Shipping,Cash,90,4.06,247.66
1738,1738,6,35,Summer,L,Gray,98,4.2,False,False,Store Pickup,Venmo,14,26.07,2554.86
1739,1739,4,42,Spring,M,Green,61,2.9,False,False,2-Day Shipping,Credit Card,7,52.14,3180.54
1740,1740,6,23,Winter,L,Silver,98,4.2,False,False,Express,Cash,7,52.14,5109.72
1741,1741,13,49,Fall,L,Charcoal,21,3.3,False,False,Next Day Air,Bank Transfer,90,4.06,85.26
1742,1742,13,8,Winter,XL,Teal,51,3.6,False,False,Next Day Air,Bank Transfer,30,12.17,620.67
1743,1743,21,16,Spring,XL,White,80,4.3,False,False,Express,Venmo,90,4.06,324.8
1744,1744,16,25,Winter,XL,Brown,72,3.3,False,False,Standard,Bank Transfer,7,52.14,3754.08
1745,1745,8,22,Winter,L,Teal,63,3.0,False,False,Standard,PayPal,7,52.14,3284.82
1746,1746,16,48,Winter,L,Red,27,3.6,False,False,Store Pickup,Cash,7,52.14,1407.78
1747,1747,4,1,Summer,L,Brown,44,3.1,False,False,Store Pickup,Bank Transfer,14,26.07,1147.08
1748,1748,24,29,Winter,M,Yellow,23,2.9,False,False,Express,Venmo,90,4.06,93.38
1749,1749,16,26,Winter,L,Teal,93,3.9,False,False,2-Day Shipping,Bank Transfer,365,1.0,93.0
1750,1750,11,50,Fall,L,Pink,70,3.2,False,False,2-Day Shipping,Debit Card,90,4.06,284.2
1751,1751,8,25,Fall,M,White,85,3.1,False,False,Express,Venmo,90,4.06,345.1
1752,1752,18,35,Winter,M,Silver,40,3.2,False,False,2-Day Shipping,Cash,365,1.0,40.0
1753,1753,20,41,Winter,L,Blue,29,3.3,False,False,Store Pickup,Venmo,90,4.06,117.74
1754,1754,16,6,Fall,L,Black,27,4.8,False,False,Next Day Air,Credit Card,14,26.07,703.89
1755,1755,10,21,Fall,S,Beige,93,3.8,False,False,2-Day Shipping,Credit Card,14,26.07,2424.51
1756,1756,2,8,Spring,XL,Charcoal,20,4.6,False,False,Next Day Air,Cash,30,12.17,243.4
1757,1757,6,29,Fall,S,Cyan,55,2.8,False,False,Free Shipping,Bank Transfer,7,52.14,2867.7
1758,1758,10,22,Fall,L,Yellow,94,3.6,False,False,Standard,Debit Card,365,1.0,94.0
1759,1759,5,38,Winter,M,Silver,56,4.3,False,False,Free Shipping,Venmo,14,26.07,1459.92
1760,1760,18,18,Spring,L,Green,58,4.0,False,False,Next Day Air,PayPal,7,52.14,3024.12
1761,1761,16,23,Spring,XL,Peach,44,3.5,False,False,Standard,PayPal,7,52.14,2294.16
1762,1762,11,11,Fall,S,Green,95,4.9,False,False,2-Day Shipping,Cash,7,52.14,4953.3
1763,1763,21,12,Summer,M,Brown,42,3.1,False,False,Express,Bank Transfer,14,26.07,1094.94
1764,1764,6,45,Winter,M,Lavender,93,3.9,False,False,Store Pickup,PayPal,365,1.0,93.0
1765,1765,10,8,Summer,M,Charcoal,56,3.0,False,False,Store Pickup,Venmo,90,4.06,227.36
1766,1766,11,31,Spring,M,Orange,88,4.1,False,False,2-Day Shipping,Venmo,90,4.06,357.28
1767,1767,18,2,Winter,S,Cyan,54,4.3,False,False,2-Day Shipping,Cash,14,26.07,1407.78
1768,1768,6,23,Fall,L,Lavender,89,3.8,False,False,2-Day Shipping,Debit Card,14,26.07,2320.23
1769,1769,21,27,Summer,M,Indigo,45,3.9,False,False,2-Day Shipping,PayPal,90,4.06,182.7
1770,1770,17,2,Winter,L,Brown,75,4.3,False,False,Free Shipping,Cash,30,12.17,912.75
1771,1771,1,22,Fall,M,Pink,22,4.3,False,False,Express,Bank Transfer,7,52.14,1147.08
1772,1772,14,14,Fall,XL,Turquoise,82,4.7,False,False,Store Pickup,Credit Card,365,1.0,82.0
1773,1773,22,11,Summer,M,Gold,34,3.1,False,False,2-Day Shipping,Bank Transfer,365,1.0,34.0
1774,1774,24,48,Summer,M,Blue,92,2.7,False,False,Free Shipping,PayPal,365,1.0,92.0
1775,1775,18,32,Spring,M,Lavender,78,3.7,False,False,Express,PayPal,7,52.14,4066.92
1776,1776,25,15,Spring,M,Violet,47,3.3,False,False,2-Day Shipping,Cash,14,26.07,1225.29
1777,1777,25,3,Summer,L,Cyan,64,3.4,False,False,Free Shipping,Venmo,90,4.06,259.84
1778,1778,23,23,Winter,L,Purple,44,4.7,False,False,Free Shipping,Cash,14,26.07,1147.08
1779,1779,2,43,Winter,M,Red,94,4.9,False,False,Store Pickup,Debit Card,14,26.07,2450.58
1780,1780,7,46,Winter,M,Charcoal,62,4.3,False,False,Free Shipping,Venmo,7,52.14,3232.68
1781,1781,6,34,Summer,S,Gray,81,4.2,False,False,Next Day Air,Credit Card,7,52.14,4223.34
1782,1782,19,15,Fall,M,Pink,33,3.7,False,False,Express,Bank Transfer,90,4.06,133.98
1783,1783,13,44,Fall,M,Lavender,88,2.7,False,False,Next Day Air,Bank Transfer,14,26.07,2294.16
1784,1784,4,35,Winter,L,Lavender,49,3.3,False,False,Free Shipping,Credit Card,30,12.17,596.33
1785,1785,1,18,Summer,L,Yellow,31,4.8,False,False,Standard,Debit Card,90,4.06,125.86
1786,1786,3,15,Fall,S,Peach,29,4.1,False,False,Next Day Air,Venmo,30,12.17,352.93
1787,1787,25,20,Spring,M,Brown,34,4.6,False,False,2-Day Shipping,Venmo,30,12.17,413.78
1788,1788,18,26,Fall,L,Gold,38,4.9,False,False,2-Day Shipping,Bank Transfer,90,4.06,154.28
1789,1789,9,13,Summer,L,Pink,41,3.1,False,False,Store Pickup,Cash,14,26.07,1068.87
1790,1790,9,3,Spring,L,Peach,34,3.0,False,False,2-Day Shipping,Debit Card,90,4.06,138.04
1791,1791,3,33,Summer,S,Violet,26,3.7,False,False,Store Pickup,PayPal,14,26.07,677.82
1792,1792,12,26,Winter,S,Purple,98,4.0,False,False,Store Pickup,Cash,365,1.0,98.0
1793,1793,23,15,Fall,M,Peach,59,3.0,False,False,Express,Debit Card,90,4.06,239.54
1794,1794,5,15,Fall,S,White,92,3.8,False,False,Store Pickup,Cash,90,4.06,373.52
1795,1795,1,35,Spring,L,Indigo,40,3.7,False,False,Express,Debit Card,14,26.07,1042.8
1796,1796,12,49,Fall,S,Violet,20,4.0,False,False,2-Day Shipping,Debit Card,14,26.07,521.4
1797,1797,16,40,Spring,S,Brown,35,3.1,False,False,Store Pickup,Venmo,7,52.14,1824.9
1798,1798,2,37,Spring,L,Maroon,35,3.9,False,False,2-Day Shipping,Venmo,7,52.14,1824.9
1799,1799,10,34,Winter,L,Magenta,82,3.7,False,False,Express,Cash,7,52.14,4275.48
1800,1800,11,5,Fall,M,Charcoal,48,3.9,False,False,Express,Venmo,7,52.14,2502.72
1801,1801,24,24,Winter,XL,Indigo,58,2.7,False,False,Express,Credit Card,7,52.14,3024.12
1802,1802,18,30,Spring,M,Turquoise,57,3.9,False,False,Express,Debit Card,14,26.07,1485.99
1803,1803,15,39,Winter,L,Turquoise,96,2.6,False,False,Store Pickup,Venmo,14,26.07,2502.72
1804,1804,23,29,Summer,S,Gray,97,3.5,False,False,Free Shipping,Venmo,14,26.07,2528.79
1805,1805,18,18,Winter,L,Peach,42,4.4,False,False,Next Day Air,Credit Card,7,52.14,2189.88
1806,1806,19,3,Spring,L,Gold,62,4.9,False,False,Store Pickup,Debit Card,7,52.14,3232.68
1807,1807,4,39,Fall,M,Green,67,3.9,False,False,Standard,Venmo,365,1.0,67.0
1808,1808,23,45,Summer,L,Gold,46,3.5,False,False,Standard,Venmo,14,26.07,1199.22
1809,1809,25,42,Spring,M,Lavender,71,4.3,False,False,Next Day Air,Debit Card,30,12.17,864.07
1810,1810,1,2,Fall,S,Blue,99,3.4,False,False,Free Shipping,Debit Card,14,26.07,2580.93
1811,1811,12,20,Fall,M,Magenta,28,2.7,False,False,Standard,Cash,14,26.07,729.96
1812,1812,2,49,Summer,L,Blue,77,3.6,False,False,Standard,Bank Transfer,365,1.0,77.0
1813,1813,20,28,Summer,S,Blue,63,4.9,False,False,Express,PayPal,14,26.07,1642.41
1814,1814,15,13,Spring,M,Olive,62,3.5,False,False,Free Shipping,PayPal,7,52.14,3232.68
1815,1815,12,26,Summer,M,White,92,3.8,False,False,Free Shipping,Cash,90,4.06,373.52
1816,1816,22,31,Winter,L,White,72,4.5,False,False,2-Day Shipping,Credit Card,90,4.06,292.32
1817,1817,5,46,Summer,M,Purple,79,4.0,False,False,Express,Cash,7,52.14,4119.06
1818,1818,19,8,Summer,M,White,27,4.7,False,False,Free Shipping,Cash,7,52.14,1407.78
1819,1819,8,33,Fall,M,White,39,3.8,False,False,Express,Debit Card,90,4.06,158.34
1820,1820,17,28,Spring,S,Peach,86,4.5,False,False,Next Day Air,Cash,90,4.06,349.16
1821,1821,14,47,Fall,XL,Gold,94,5.0,False,False,Express,PayPal,30,12.17,1143.98
1822,1822,15,19,Spring,M,Teal,53,2.8,False,False,Express,PayPal,90,4.06,215.18
1823,1823,14,7,Summer,S,Cyan,85,4.4,False,False,Standard,Cash,365,1.0,85.0
1824,1824,17,18,Fall,L,Pink,50,4.7,False,False,Free Shipping,Bank Transfer,14,26.07,1303.5
1825,1825,13,13,Winter,XL,Magenta,47,3.8,False,False,Express,Cash,30,12.17,571.99
1826,1826,20,41,Winter,M,Pink,75,4.9,False,False,Next Day Air,Credit Card,7,52.14,3910.5
1827,1827,19,14,Winter,M,Turquoise,60,4.2,False,False,Express,Debit Card,365,1.0,60.0
1828,1828,19,45,Spring,S,Pink,36,4.9,False,False,2-Day Shipping,Bank Transfer,7,52.14,1877.04
1829,1829,24,29,Spring,L,Gray,80,3.9,False,False,Express,Cash,90,4.06,324.8
1830,1830,5,37,Spring,M,White,96,4.9,False,False,2-Day Shipping,Credit Card,90,4.06,389.76
1831,1831,8,16,Winter,M,Blue,80,4.8,False,False,Express,Venmo,365,1.0,80.0
1832,1832,9,19,Summer,M,Cyan,71,3.3,False,False,Free Shipping,Bank Transfer,90,4.06,288.26
1833,1833,6,18,Fall,M,Blue,29,4.6,False,False,Free Shipping,Cash,30,12.17,352.93
1834,1834,6,18,Spring,M,Yellow,53,4.5,False,False,2-Day Shipping,PayPal,14,26.07,1381.71
1835,1835,16,14,Summer,M,Charcoal,35,4.1,False,False,2-Day Shipping,Venmo,14,26.07,912.45
1836,1836,7,17,Fall,M,Lavender,75,3.2,False,False,2-Day Shipping,Credit Card,90,4.06,304.5
1837,1837,13,40,Fall,M,Teal,52,4.2,False,False,2-Day Shipping,Credit Card,30,12.17,632.84
1838,1838,5,26,Winter,M,Beige,77,4.8,False,False,Free Shipping,Venmo,30,12.17,937.09
1839,1839,3,45,Fall,L,Blue,24,4.1,False,False,Next Day Air,Credit Card,90,4.06,97.44
1840,1840,14,24,Winter,XL,Purple,78,3.7,False,False,Store Pickup,Cash,365,1.0,78.0
1841,1841,21,50,Winter,M,Gold,98,2.6,False,False,Store Pickup,Bank Transfer,90,4.06,397.88
1842,1842,17,45,Winter,L,Blue,57,3.0,False,False,Standard,PayPal,90,4.06,231.42
1843,1843,4,1,Summer,M,Black,78,4.4,False,False,Express,Debit Card,365,1.0,78.0
1844,1844,25,17,Fall,M,Charcoal,76,4.7,False,False,Next Day Air,Credit Card,30,12.17,924.92
1845,1845,15,41,Spring,M,Purple,26,2.7,False,False,2-Day Shipping,Credit Card,365,1.0,26.0
1846,1846,21,8,Winter,M,Orange,78,2.8,False,False,2-Day Shipping,Bank Transfer,90,4.06,316.68
1847,1847,7,49,Summer,M,Yellow,53,2.9,False,False,Standard,Venmo,90,4.06,215.18
1848,1848,21,3,Summer,XL,Cyan,100,4.4,False,False,Free Shipping,Credit Card,7,52.14,5214.0
1849,1849,12,19,Winter,XL,Yellow,73,2.7,False,False,Express,Cash,90,4.06,296.38
1850,1850,16,31,Winter,M,Maroon,40,4.5,False,False,Store Pickup,Bank Transfer,30,12.17,486.8
1851,1851,3,50,Winter,S,Black,76,2.8,False,False,Store Pickup,Debit Card,7,52.14,3962.64
1852,1852,16,8,Fall,S,Lavender,80,3.1,False,False,Free Shipping,Bank Transfer,14,26.07,2085.6
1853,1853,18,38,Winter,XL,Violet,80,3.8,False,False,Store Pickup,Cash,7,52.14,4171.2
1854,1854,9,34,Spring,XL,Olive,67,2.9,False,False,Express,PayPal,14,26.07,1746.69
1855,1855,18,17,Spring,M,Teal,61,3.8,False,False,Express,Credit Card,365,1.0,61.0
1856,1856,14,39,Spring,XL,Teal,76,4.7,False,False,Standard,Cash,365,1.0,76.0
1857,1857,6,3,Summer,XL,Beige,55,3.2,False,False,Free Shipping,PayPal,14,26.07,1433.85
1858,1858,19,6,Summer,L,Maroon,85,4.0,False,False,Next Day Air,Cash,30,12.17,1034.45
1859,1859,7,19,Spring,S,Peach,69,4.9,False,False,2-Day Shipping,Debit Card,365,1.0,69.0
1860,1860,2,30,Summer,L,Beige,26,3.7,False,False,Store Pickup,Debit Card,14,26.07,677.82
1861,1861,19,16,Summer,M,Silver,64,4.8,False,False,Next Day Air,Credit Card,30,12.17,778.88
1862,1862,23,41,Fall,S,Peach,60,3.6,False,False,Standard,Debit Card,30,12.17,730.2
1863,1863,3,29,Winter,M,Turquoise,36,4.6,False,False,Express,PayPal,14,26.07,938.52
1864,1864,21,7,Spring,L,Orange,21,4.3,False,False,2-Day Shipping,Debit Card,30,12.17,255.57
1865,1865,1,50,Fall,S,Cyan,72,3.2,False,False,2-Day Shipping,Venmo,90,4.06,292.32
1866,1866,13,25,Summer,S,Silver,62,3.8,False,False,Store Pickup,Bank Transfer,30,12.17,754.54
1867,1867,19,2,Winter,XL,Gold,44,4.2,False,False,Standard,Credit Card,14,26.07,1147.08
1868,1868,16,8,Fall,M,Brown,52,3.4,False,False,2-Day Shipping,Venmo,90,4.06,211.12
1869,1869,3,14,Spring,M,Silver,58,4.7,False,False,Next Day Air,Cash,14,26.07,1512.06
1870,1870,9,48,Spring,S,Beige,77,3.9,False,False,2-Day Shipping,Debit Card,90,4.06,312.62
1871,1871,9,50,Spring,L,Violet,99,4.3,False,False,Store Pickup,Debit Card,14,26.07,2580.93
1872,1872,12,13,Fall,XL,Violet,96,2.7,False,False,Standard,Cash,90,4.06,389.76
1873,1873,19,2,Summer,M,Lavender,64,4.6,False,False,Standard,Credit Card,30,12.17,778.88
1874,1874,18,49,Fall,XL,Red,44,2.9,False,False,Express,Bank Transfer,7,52.14,2294.16
1875,1875,13,14,Fall,L,Purple,33,3.6,False,False,Free Shipping,Cash,7,52.14,1720.62
1876,1876,20,42,Winter,M,Brown,71,3.9,False,False,Next Day Air,Credit Card,90,4.06,288.26
1877,1877,16,13,Fall,M,Gray,36,2.6,False,False,Standard,Venmo,90,4.06,146.16
1878,1878,3,38,Fall,L,Pink,62,3.6,False,False,Express,Credit Card,365,1.0,62.0
1879,1879,17,36,Summer,L,Magenta,29,3.4,False,False,Store Pickup,Credit Card,30,12.17,352.93
1880,1880,19,42,Spring,L,Charcoal,33,3.5,False,False,Express,Cash,14,26.07,860.31
1881,1881,9,30,Fall,L,Yellow,33,3.1,False,False,2-Day Shipping,Debit Card,30,12.17,401.61
1882,1882,9,30,Winter,M,Red,41,4.3,False,False,Standard,Cash,14,26.07,1068.87
1883,1883,7,42,Winter,L,Blue,54,5.0,False,False,Store Pickup,Bank Transfer,90,4.06,219.24
1884,1884,1,10,Spring,M,Cyan,58,4.9,False,False,Store Pickup,Debit Card,14,26.07,1512.06
1885,1885,15,3,Summer,S,Pink,30,4.3,False,False,Next Day Air,Bank Transfer,14,26.07,782.1
1886,1886,6,28,Winter,S,Maroon,53,4.4,False,False,Standard,Cash,30,12.17,645.01
1887,1887,3,4,Spring,L,Beige,91,4.4,False,False,Next Day Air,Cash,14,26.07,2372.37
1888,1888,11,34,Fall,XL,Gold,44,3.5,False,False,Express,PayPal,30,12.17,535.48
1889,1889,11,41,Winter,XL,Turquoise,89,3.4,False,False,Free Shipping,Credit Card,7,52.14,4640.46
1890,1890,16,33,Spring,L,Peach,57,2.5,False,False,Next Day Air,Bank Transfer,7,52.14,2971.98
1891,1891,8,11,Spring,M,Lavender,57,3.4,False,False,Store Pickup,Credit Card,7,52.14,2971.98
1892,1892,6,29,Summer,M,Gray,74,2.6,False,False,Next Day Air,Debit Card,90,4.06,300.44
1893,1893,25,5,Fall,M,Blue,30,4.6,False,False,2-Day Shipping,Venmo,7,52.14,1564.2
1894,1894,10,8,Summer,L,Red,20,3.7,False,False,Express,PayPal,14,26.07,521.4
1895,1895,11,3,Fall,M,Purple,90,2.5,False,False,Free Shipping,Debit Card,14,26.07,2346.3
1896,1896,12,47,Fall,L,Indigo,61,4.5,False,False,Express,Debit Card,30,12.17,742.37
1897,1897,21,28,Fall,M,Gold,51,2.9,False,False,Standard,Venmo,30,12.17,620.67
1898,1898,8,2,Winter,L,Teal,97,2.9,False,False,Free Shipping,Debit Card,14,26.07,2528.79
1899,1899,13,43,Fall,L,Magenta,97,3.5,False,False,Next Day Air,Venmo,30,12.17,1180.49
1900,1900,15,32,Winter,L,Maroon,40,4.2,False,False,Store Pickup,PayPal,7,52.14,2085.6
1901,1901,6,15,Summer,S,Blue,85,3.3,False,False,Free Shipping,Cash,90,4.06,345.1
1902,1902,17,3,Winter,S,Beige,76,3.9,False,False,Store Pickup,Cash,90,4.06,308.56
1903,1903,21,31,Spring,S,Olive,22,5.0,False,False,Store Pickup,Venmo,30,12.17,267.74
1904,1904,13,33,Summer,M,Gold,63,3.3,False,False,Standard,Bank Transfer,7,52.14,3284.82
1905,1905,19,28,Spring,S,Silver,71,4.2,False,False,Free Shipping,Cash,30,12.17,864.07
1906,1906,20,12,Summer,M,Teal,35,4.9,False,False,2-Day Shipping,Bank Transfer,14,26.07,912.45
1907,1907,1,45,Spring,M,Green,30,4.6,False,False,2-Day Shipping,PayPal,14,26.07,782.1
1908,1908,16,31,Fall,L,Orange,74,4.8,False,False,Store Pickup,Credit Card,90,4.06,300.44
1909,1909,7,10,Winter,XL,Charcoal,71,2.7,False,False,Next Day Air,Debit Card,14,26.07,1850.97
1910,1910,18,17,Spring,S,Black,84,4.3,False,False,Store Pickup,Credit Card,30,12.17,1022.28
1911,1911,21,32,Fall,S,Yellow,38,3.8,False,False,Express,Debit Card,90,4.06,154.28
1912,1912,6,3,Spring,M,Gray,81,4.9,False,False,Express,Debit Card,14,26.07,2111.67
1913,1913,18,6,Winter,S,Charcoal,56,3.4,False,False,2-Day Shipping,Credit Card,14,26.07,1459.92
1914,1914,16,17,Winter,M,Peach,48,3.6,False,False,Express,Cash,365,1.0,48.0
1915,1915,15,2,Fall,L,Green,97,3.4,False,False,Standard,Credit Card,14,26.07,2528.79
1916,1916,1,1,Fall,M,Magenta,74,4.7,False,False,2-Day Shipping,Cash,7,52.14,3858.36
1917,1917,11,7,Winter,S,Beige,50,3.0,False,False,Next Day Air,Debit Card,14,26.07,1303.5
1918,1918,16,11,Winter,L,Black,71,3.4,False,False,Free Shipping,PayPal,14,26.07,1850.97
1919,1919,16,12,Summer,S,Purple,33,4.6,False,False,Standard,Debit Card,30,12.17,401.61
1920,1920,1,46,Summer,M,Olive,56,3.1,False,False,Express,PayPal,14,26.07,1459.92
1921,1921,9,7,Spring,M,Purple,84,2.8,False,False,Standard,Cash,90,4.06,341.04
1922,1922,14,22,Fall,M,Green,36,3.5,False,False,Store Pickup,Venmo,365,1.0,36.0
1923,1923,3,17,Summer,S,Peach,63,4.6,False,False,Standard,PayPal,30,12.17,766.71
1924,1924,21,27,Summer,XL,Blue,36,4.3,False,False,Standard,Cash,365,1.0,36.0
1925,1925,25,22,Fall,M,Gray,63,4.8,False,False,Free Shipping,PayPal,90,4.06,255.78
1926,1926,23,44,Winter,L,Black,32,2.9,False,False,Express,Credit Card,14,26.07,834.24
1927,1927,1,31,Spring,M,Silver,93,3.0,False,False,Express,PayPal,365,1.0,93.0
1928,1928,13,9,Summer,M,Pink,29,2.9,False,False,Standard,Cash,90,4.06,117.74
1929,1929,8,24,Summer,S,Lavender,92,3.7,False,False,Standard,PayPal,7,52.14,4796.88
1930,1930,12,11,Fall,L,Brown,33,4.7,False,False,Standard,Venmo,90,4.06,133.98
1931,1931,13,33,Spring,L,Turquoise,52,3.5,False,False,Store Pickup,Cash,7,52.14,2711.28
1932,1932,6,13,Spring,S,Olive,42,2.7,False,False,Store Pickup,Debit Card,90,4.06,170.52
1933,1933,11,20,Spring,M,White,36,5.0,False,False,Free Shipping,Credit Card,90,4.06,146.16
1934,1934,21,26,Summer,L,Violet,67,4.1,False,False,Next Day Air,Venmo,365,1.0,67.0
1935,1935,25,22,Winter,L,Gold,43,2.7,False,False,Free Shipping,Bank Transfer,365,1.0,43.0
1936,1936,9,33,Spring,XL,Violet,68,4.8,False,False,Free Shipping,Cash,14,26.07,1772.76
1937,1937,6,23,Summer,S,Teal,60,4.3,False,False,2-Day Shipping,PayPal,90,4.06,243.6
1938,1938,17,8,Summer,M,Olive,53,4.5,False,False,2-Day Shipping,Bank Transfer,30,12.17,645.01
1939,1939,12,17,Spring,L,Blue,23,3.8,False,False,Standard,Debit Card,14,26.07,599.61
1940,1940,3,35,Winter,L,Magenta,57,3.7,False,False,Store Pickup,PayPal,90,4.06,231.42
1941,1941,5,2,Fall,L,Gray,89,3.9,False,False,2-Day Shipping,PayPal,14,26.07,2320.23
1942,1942,22,45,Winter,XL,Peach,99,3.3,False,False,Standard,Credit Card,90,4.06,401.94
1943,1943,13,1,Fall,M,Cyan,28,3.4,False,False,Express,PayPal,30,12.17,340.76
1944,1944,17,49,Summer,L,Violet,53,3.8,False,False,Next Day Air,Cash,365,1.0,53.0
1945,1945,11,4,Winter,M,Gold,45,2.7,False,False,Free Shipping,Cash,90,4.06,182.7
1946,1946,11,10,Winter,M,Gold,38,2.9,False,False,2-Day Shipping,Credit Card,90,4.06,154.28
1947,1947,13,18,Summer,M,White,49,4.5,False,False,Standard,Credit Card,90,4.06,198.94
