customer_id,age,age_band,gender,loyalty_tier,segment,is_subscriber,previous_purchases
1910,50,45-54,Male,Developing,Steady mid-tier,False,12
1911,29,25-34,Male,Developing,Steady mid-tier,False,13
1912,65,65+,Male,Established,High-value regulars,False,32
1913,29,25-34,Male,New,High-value regulars,False,5
1914,49,45-54,Male,Established,Steady mid-tier,False,29
1915,28,25-34,Male,Established,High-value regulars,False,40
1916,51,45-54,Male,Loyal,High-value regulars,False,44
1917,26,25-34,Male,New,Steady mid-tier,False,3
1918,38,35-44,Male,Established,High-value regulars,False,35
1919,35,35-44,Male,Established,Steady mid-tier,False,33
1920,34,25-34,Male,Developing,High-value regulars,False,20
1921,51,45-54,Male,Established,Steady mid-tier,False,40
1922,47,45-54,Male,Developing,Steady mid-tier,False,13
1923,18,18-24,Male,New,Steady mid-tier,False,9
1924,64,55-64,Male,New,Steady mid-tier,False,7
1925,30,25-34,Male,Loyal,Steady mid-tier,False,42
1926,59,55-64,Male,Loyal,Steady mid-tier,False,44
1927,66,65+,Male,New,Steady mid-tier,False,6
1928,40,35-44,Male,New,Steady mid-tier,False,8
1929,25,25-34,Male,New,High-value regulars,False,10
1930,59,55-64,Male,Loyal,Steady mid-tier,False,46
1931,66,65+,Male,Established,High-value regulars,False,26
1932,54,45-54,Male,New,Steady mid-tier,False,6
1933,42,35-44,Male,Loyal,Steady mid-tier,False,47
1934,48,45-54,Male,Established,Steady mid-tier,False,28
1935,34,25-34,Male,Developing,Steady mid-tier,False,23
1936,19,18-24,Male,Loyal,High-value regulars,False,45
1937,70,65+,Male,Loyal,Steady mid-tier,False,44
1938,43,35-44,Male,Developing,Steady mid-tier,False,11
1939,46,45-54,Male,Established,Steady mid-tier,False,39
1940,66,65+,Male,Developing,Steady mid-tier,False,20
1941,50,45-54,Male,Loyal,High-value regulars,False,48
1942,55,55-64,Male,Loyal,Steady mid-tier,False,46
1943,63,55-64,Male,Developing,Steady mid-tier,False,22
1944,32,25-34,Male,Loyal,Steady mid-tier,False,45
1945,30,25-34,Male,Loyal,Steady mid-tier,False,49
1946,35,35-44,Male,New,Steady mid-tier,False,9
1947,59,55-64,Male,Loyal,Steady mid-tier,False,41
1948,59,55-64,Male,New,Steady mid-tier,False,2
1949,54,45-54,Male,Established,Steady mid-tier,False,39
1950,63,55-64,Male,Developing,Steady mid-tier,False,12
1951,43,35-44,Male,Established,Steady mid-tier,False,26
1952,33,25-34,Male,Established,Steady mid-tier,False,32
1953,57,55-64,Male,Loyal,High-value regulars,False,50
1954,25,25-34,Male,New,Steady mid-tier,False,3
1955,26,25-34,Male,New,Steady mid-tier,False,3
1956,50,45-54,Male,Established,Steady mid-tier,False,37
1957,70,65+,Male,Developing,Steady mid-tier,False,20
1958,68,65+,Male,Established,Steady mid-tier,False,26
1959,39,35-44,Male,Loyal,Steady mid-tier,False,47
1960,46,45-54,Male,New,Steady mid-tier,False,7
1961,57,55-64,Male,Established,Steady mid-tier,False,40
1962,47,45-54,Male,Loyal,Steady mid-tier,False,45
1963,40,35-44,Male,Developing,Steady mid-tier,False,20
1964,52,45-54,Male,Developing,High-value regulars,False,11
1965,40,35-44,Male,Loyal,Steady mid-tier,False,50
1966,67,65+,Male,Developing,Steady mid-tier,False,25
1967,67,65+,Male,New,High-value regulars,False,5
1968,37,35-44,Male,New,Steady mid-tier,False,4
1969,67,65+,Male,Developing,High-value regulars,False,25
1970,64,55-64,Male,Developing,Steady mid-tier,False,11
1971,28,25-34,Male,New,High-value regulars,False,4
1972,54,45-54,Male,New,Steady mid-tier,False,1
1973,54,45-54,Male,Loyal,Steady mid-tier,False,48
1974,24,18-24,Male,New,Steady mid-tier,False,9
1975,27,25-34,Male,New,Steady mid-tier,False,2
1976,53,45-54,Male,New,Steady mid-tier,False,4
1977,32,25-34,Male,Loyal,Steady mid-tier,False,43
1978,24,18-24,Male,Established,Steady mid-tier,False,32
1979,45,45-54,Male,New,Steady mid-tier,False,1
1980,49,45-54,Male,Established,High-value regulars,False,38
1981,51,45-54,Male,Developing,High-value regulars,False,25
1982,69,65+,Male,Loyal,Steady mid-tier,False,42
1983,41,35-44,Male,Established,Steady mid-tier,False,32
1984,59,55-64,Male,Developing,Steady mid-tier,False,21
1985,26,25-34,Male,Established,High-value regulars,False,26
1986,23,18-24,Male,New,High-value regulars,False,6
1987,62,55-64,Male,Developing,Steady mid-tier,False,14
1988,69,65+,Male,New,Steady mid-tier,False,4
1989,46,45-54,Male,Established,High-value regulars,False,26
1990,35,35-44,Male,Established,Steady mid-tier,False,39
1991,32,25-34,Male,Developing,Steady mid-tier,False,15
1992,46,45-54,Male,New,Steady mid-tier,False,1
1993,33,25-34,Male,Established,Steady mid-tier,False,28
1994,32,25-34,Male,Developing,High-value regulars,False,17
1995,33,25-34,Male,Developing,High-value regulars,False,24
1996,67,65+,Male,Established,Steady mid-tier,False,29
1997,67,65+,Male,Developing,Steady mid-tier,False,18
1998,42,35-44,Male,New,Steady mid-tier,False,10
1999,20,18-24,Male,Developing,Steady mid-tier,False,19
2000,39,35-44,Male,Established,Steady mid-tier,False,26
2001,26,25-34,Male,Developing,Steady mid-tier,False,25
2002,51,45-54,Male,New,High-value regulars,False,2
2003,31,25-34,Male,Developing,Steady mid-tier,False,19
2004,68,65+,Male,Established,Steady mid-tier,False,32
2005,44,35-44,Male,Developing,High-value regulars,False,13
2006,18,18-24,Male,Established,High-value regulars,False,30
2007,58,55-64,Male,New,Steady mid-tier,False,2
2008,26,25-34,Male,New,Steady mid-tier,False,8
2009,57,55-64,Male,Established,Steady mid-tier,False,27
2010,37,35-44,Male,Established,High-value regulars,False,26
2011,24,18-24,Male,New,Steady mid-tier,False,3
2012,57,55-64,Male,New,Steady mid-tier,False,4
2013,48,45-54,Male,New,Steady mid-tier,False,5
2014,39,35-44,Male,Developing,Steady mid-tier,False,25
2015,51,45-54,Male,Loyal,Steady mid-tier,False,47
2016,57,55-64,Male,New,High-value regulars,False,8
2017,53,45-54,Male,Developing,Steady mid-tier,False,20
2018,70,65+,Male,Loyal,Steady mid-tier,False,42
2019,60,55-64,Male,Developing,High-value regulars,False,20
2020,31,25-34,Male,Developing,High-value regulars,False,23
2021,41,35-44,Male,Established,Steady mid-tier,False,26
2022,62,55-64,Male,Loyal,Steady mid-tier,False,48
2023,59,55-64,Male,Developing,Steady mid-tier,False,16
2024,46,45-54,Male,Established,High-value regulars,False,28
2025,62,55-64,Male,Established,High-value regulars,False,39
2026,42,35-44,Male,Loyal,Steady mid-tier,False,43
2027,37,35-44,Male,Loyal,Steady mid-tier,False,45
2028,50,45-54,Male,Loyal,Steady mid-tier,False,50
2029,29,25-34,Male,New,High-value regulars,False,10
2030,25,25-34,Male,Established,Steady mid-tier,False,40
2031,66,65+,Male,Established,Steady mid-tier,False,38
2032,21,18-24,Male,New,Steady mid-tier,False,2
2033,46,45-54,Male,Developing,Steady mid-tier,False,13
2034,57,55-64,Male,Established,Steady mid-tier,False,33
2035,61,55-64,Male,Established,Steady mid-tier,False,27
2036,53,45-54,Male,Loyal,High-value regulars,False,43
2037,37,35-44,Male,Loyal,High-value regulars,False,46
2038,39,35-44,Male,New,High-value regulars,False,7
2039,53,45-54,Male,Established,High-value regulars,False,35
2040,35,35-44,Male,Established,Steady mid-tier,False,31
2041,69,65+,Male,Loyal,Steady mid-tier,False,42
2042,66,65+,Male,Developing,Steady mid-tier,False,14
2043,19,18-24,Male,Established,Steady mid-tier,False,35
2044,47,45-54,Male,Loyal,High-value regulars,False,49
2045,49,45-54,Male,Developing,High-value regulars,False,17
2046,31,25-34,Male,Established,Steady mid-tier,False,26
2047,39,35-44,Male,Established,Steady mid-tier,False,30
2048,58,55-64,Male,Established,Steady mid-tier,False,32
2049,45,45-54,Male,Established,Steady mid-tier,False,35
2050,68,65+,Male,Developing,Steady mid-tier,False,15
2051,35,35-44,Male,New,Steady mid-tier,False,10
2052,65,65+,Male,Developing,Steady mid-tier,False,14
2053,45,45-54,Male,Established,Steady mid-tier,False,30
2054,19,18-24,Male,Developing,High-value regulars,False,16
2055,65,65+,Male,Developing,Steady mid-tier,False,14
2056,28,25-34,Male,Established,High-value regulars,False,28
2057,55,55-64,Male,Established,Steady mid-tier,False,29
2058,66,65+,Male,New,Steady mid-tier,False,5
2059,29,25-34,Male,Developing,Steady mid-tier,False,17
2060,56,55-64,Male,Loyal,High-value regulars,False,50
2061,21,18-24,Male,Developing,Steady mid-tier,False,23
2062,32,25-34,Male,Developing,Steady mid-tier,False,22
2063,54,45-54,Male,Developing,Steady mid-tier,False,15
2064,61,55-64,Male,Established,Steady mid-tier,False,32
2065,31,25-34,Male,New,Steady mid-tier,False,5
2066,27,25-34,Male,New,Steady mid-tier,False,6
2067,64,55-64,Male,Loyal,High-value regulars,False,44
2068,60,55-64,Male,Developing,Steady mid-tier,False,23
2069,70,65+,Male,Loyal,Steady mid-tier,False,44
2070,36,35-44,Male,New,Steady mid-tier,False,3
2071,56,55-64,Male,Developing,Steady mid-tier,False,14
2072,69,65+,Male,Established,Steady mid-tier,False,37
2073,39,35-44,Male,Developing,High-value regulars,False,22
2074,38,35-44,Male,New,Steady mid-tier,False,2
2075,36,35-44,Male,Loyal,Steady mid-tier,False,44
2076,46,45-54,Male,Loyal,Steady mid-tier,False,49
2077,59,55-64,Male,Developing,Steady mid-tier,False,22
2078,64,55-64,Male,Established,Steady mid-tier,False,26
2079,49,45-54,Male,Established,High-value regulars,False,40
2080,32,25-34,Male,Developing,Steady mid-tier,False,16
2081,29,25-34,Male,Developing,Steady mid-tier,False,17
2082,24,18-24,Male,Loyal,High-value regulars,False,48
2083,41,35-44,Male,Established,Steady mid-tier,False,28
2084,41,35-44,Male,Established,High-value regulars,False,26
2085,32,25-34,Male,Loyal,Steady mid-tier,False,43
2086,69,65+,Male,Established,High-value regulars,False,38
2087,65,65+,Male,Established,Steady mid-tier,False,36
2088,54,45-54,Male,New,High-value regulars,False,1
2089,39,35-44,Male,Loyal,Steady mid-tier,False,49
2090,37,35-44,Male,Loyal,Steady mid-tier,False,41
2091,51,45-54,Male,Developing,Steady mid-tier,False,21
2092,26,25-34,Male,Developing,Steady mid-tier,False,24
2093,42,35-44,Male,Established,High-value regulars,False,27
2094,21,18-24,Male,New,Steady mid-tier,False,4
2095,53,45-54,Male,Developing,Steady mid-tier,False,19
2096,36,35-44,Male,New,High-value regulars,False,1
2097,21,18-24,Male,Established,Steady mid-tier,False,27
2098,33,25-34,Male,New,High-value regulars,False,5
2099,49,45-54,Male,Developing,Steady mid-tier,False,20
2100,31,25-34,Male,Loyal,Steady mid-tier,False,50
2101,68,65+,Male,Established,Steady mid-tier,False,36
2102,49,45-54,Male,Developing,Steady mid-tier,False,12
2103,23,18-24,Male,Developing,Steady mid-tier,False,23
2104,30,25-34,Male,Developing,High-value regulars,False,21
2105,53,45-54,Male,Loyal,High-value regulars,False,47
2106,65,65+,Male,Established,Steady mid-tier,False,38
2107,60,55-64,Male,Established,Steady mid-tier,False,40
2108,46,45-54,Male,Established,Steady mid-tier,False,35
2109,54,45-54,Male,New,Steady mid-tier,False,4
2110,59,55-64,Male,Established,Steady mid-tier,False,28
2111,52,45-54,Male,Established,Steady mid-tier,False,36
2112,41,35-44,Male,Developing,Steady mid-tier,False,15
2113,43,35-44,Male,New,High-value regulars,False,7
2114,63,55-64,Male,Established,Steady mid-tier,False,29
2115,37,35-44,Male,Developing,Steady mid-tier,False,12
2116,44,35-44,Male,Developing,High-value regulars,False,16
2117,67,65+,Male,Loyal,Steady mid-tier,False,50
2118,27,25-34,Male,Developing,Steady mid-tier,False,11
2119,60,55-64,Male,Established,Steady mid-tier,False,28
2120,58,55-64,Male,Established,High-value regulars,False,36
2121,53,45-54,Male,Established,Steady mid-tier,False,38
2122,43,35-44,Male,Established,Steady mid-tier,False,32
2123,32,25-34,Male,Loyal,High-value regulars,False,42
2124,54,45-54,Male,Developing,High-value regulars,False,22
2125,47,45-54,Male,Developing,Steady mid-tier,False,22
2126,57,55-64,Male,Established,Steady mid-tier,False,31
2127,63,55-64,Male,Established,Steady mid-tier,False,28
2128,70,65+,Male,Established,High-value regulars,False,40
2129,62,55-64,Male,Developing,High-value regulars,False,21
2130,40,35-44,Male,Developing,Steady mid-tier,False,12
2131,25,25-34,Male,Established,Steady mid-tier,False,33
2132,19,18-24,Male,New,Steady mid-tier,False,9
2133,25,25-34,Male,Developing,High-value regulars,False,15
2134,21,18-24,Male,Developing,Steady mid-tier,False,13
2135,55,55-64,Male,Established,Steady mid-tier,False,35
2136,34,25-34,Male,New,Steady mid-tier,False,1
2137,47,45-54,Male,Developing,High-value regulars,False,25
2138,27,25-34,Male,Developing,Steady mid-tier,False,20
2139,67,65+,Male,Established,Steady mid-tier,False,36
2140,40,35-44,Male,Established,High-value regulars,False,33
2141,53,45-54,Male,Established,High-value regulars,False,36
2142,24,18-24,Male,Established,Steady mid-tier,False,32
2143,47,45-54,Male,Developing,Steady mid-tier,False,21
2144,53,45-54,Male,Loyal,High-value regulars,False,48
2145,47,45-54,Male,Developing,Steady mid-tier,False,25
2146,38,35-44,Male,Established,Steady mid-tier,False,32
2147,48,45-54,Male,Loyal,Steady mid-tier,False,45
2148,47,45-54,Male,New,Steady mid-tier,False,4
2149,19,18-24,Male,Developing,Steady mid-tier,False,19
2150,38,35-44,Male,New,High-value regulars,False,1
2151,57,55-64,Male,Developing,High-value regulars,False,12
2152,70,65+,Male,Developing,Steady mid-tier,False,18
2153,38,35-44,Male,Loyal,Steady mid-tier,False,43
2154,35,35-44,Male,Established,Steady mid-tier,False,31
2155,46,45-54,Male,Established,Steady mid-tier,False,33
2156,32,25-34,Male,Loyal,Steady mid-tier,False,46
2157,38,35-44,Male,Loyal,High-value regulars,False,41
2158,41,35-44,Male,Loyal,High-value regulars,False,41
2159,19,18-24,Male,New,High-value regulars,False,9
2160,18,18-24,Male,Established,Steady mid-tier,False,34
2161,45,45-54,Male,Developing,Steady mid-tier,False,21
2162,23,18-24,Male,New,High-value regulars,False,5
2163,60,55-64,Male,Established,High-value regulars,False,32
2164,52,45-54,Male,Loyal,Steady mid-tier,False,44
2165,42,35-44,Male,Loyal,Steady mid-tier,False,46
2166,29,25-34,Male,Loyal,Steady mid-tier,False,42
2167,31,25-34,Male,Loyal,High-value regulars,False,50
2168,30,25-34,Male,Established,Steady mid-tier,False,33
2169,23,18-24,Male,Established,Steady mid-tier,False,32
2170,31,25-34,Male,Established,Steady mid-tier,False,32
2171,40,35-44,Male,Established,Steady mid-tier,False,37
2172,39,35-44,Male,New,High-value regulars,False,9
2173,28,25-34,Male,New,High-value regulars,False,6
2174,23,18-24,Male,Established,Steady mid-tier,False,36
2175,42,35-44,Male,New,Steady mid-tier,False,1
2176,68,65+,Male,Loyal,Steady mid-tier,False,48
2177,24,18-24,Male,Loyal,Steady mid-tier,False,44
2178,24,18-24,Male,New,High-value regulars,False,9
2179,21,18-24,Male,Established,Steady mid-tier,False,32
2180,49,45-54,Male,Developing,Steady mid-tier,False,14
2181,41,35-44,Male,Loyal,Steady mid-tier,False,43
2182,22,18-24,Male,Established,High-value regulars,False,32
2183,42,35-44,Male,Established,High-value regulars,False,26
2184,30,25-34,Male,New,Steady mid-tier,False,2
2185,38,35-44,Male,Developing,Steady mid-tier,False,16
2186,40,35-44,Male,Loyal,Steady mid-tier,False,50
2187,55,55-64,Male,New,Steady mid-tier,False,6
2188,37,35-44,Male,Developing,Steady mid-tier,False,20
2189,41,35-44,Male,New,High-value regulars,False,9
2190,38,35-44,Male,Loyal,High-value regulars,False,47
2191,42,35-44,Male,Established,Steady mid-tier,False,33
2192,26,25-34,Male,Loyal,High-value regulars,False,46
2193,41,35-44,Male,New,Steady mid-tier,False,9
2194,27,25-34,Male,New,Steady mid-tier,False,8
2195,61,55-64,Male,Loyal,Steady mid-tier,False,48
2196,58,55-64,Male,New,Steady mid-tier,False,2
2197,25,25-34,Male,Established,High-value regulars,False,31
2198,33,25-34,Male,Established,Steady mid-tier,False,40
2199,57,55-64,Male,Established,Steady mid-tier,False,35
2200,39,35-44,Male,Established,Steady mid-tier,False,40
2201,60,55-64,Male,Established,Steady mid-tier,False,27
2202,39,35-44,Male,New,Steady mid-tier,False,10
2203,42,35-44,Male,Developing,High-value regulars,False,23
2204,53,45-54,Male,Established,Steady mid-tier,False,32
2205,20,18-24,Male,New,Steady mid-tier,False,6
2206,46,45-54,Male,Established,High-value regulars,False,27
2207,46,45-54,Male,Developing,Steady mid-tier,False,25
2208,69,65+,Male,Developing,Steady mid-tier,False,11
2209,28,25-34,Male,Developing,Steady mid-tier,False,23
2210,42,35-44,Male,Loyal,Steady mid-tier,False,44
2211,30,25-34,Male,Established,Steady mid-tier,False,35
2212,50,45-54,Male,Loyal,Steady mid-tier,False,45
2213,59,55-64,Male,Developing,Steady mid-tier,False,22
2214,54,45-54,Male,Developing,Steady mid-tier,False,18
2215,50,45-54,Male,Developing,High-value regulars,False,20
2216,25,25-34,Male,Established,High-value regulars,False,28
2217,41,35-44,Male,Developing,Steady mid-tier,False,15
2218,35,35-44,Male,Loyal,Steady mid-tier,False,42
2219,67,65+,Male,Developing,Steady mid-tier,False,20
2220,33,25-34,Male,Developing,High-value regulars,False,16
2221,19,18-24,Male,Loyal,Steady mid-tier,False,47
2222,25,25-34,Male,Established,Steady mid-tier,False,34
2223,32,25-34,Male,Established,High-value regulars,False,30
2224,30,25-34,Male,New,Steady mid-tier,False,5
2225,18,18-24,Male,Established,Steady mid-tier,False,38
2226,38,35-44,Male,Developing,Steady mid-tier,False,18
2227,22,18-24,Male,Established,Steady mid-tier,False,28
2228,40,35-44,Male,Loyal,High-value regulars,False,42
2229,54,45-54,Male,New,High-value regulars,False,5
2230,70,65+,Male,Loyal,Steady mid-tier,False,50
2231,52,45-54,Male,Established,Steady mid-tier,False,33
2232,34,25-34,Male,New,High-value regulars,False,1
2233,65,65+,Male,Developing,High-value regulars,False,14
2234,38,35-44,Male,Loyal,Steady mid-tier,False,48
2235,35,35-44,Male,Established,High-value regulars,False,26
2236,40,35-44,Male,Loyal,Steady mid-tier,False,44
2237,23,18-24,Male,Developing,High-value regulars,False,18
2238,45,45-54,Male,Established,Steady mid-tier,False,31
2239,40,35-44,Male,Developing,High-value regulars,False,18
2240,42,35-44,Male,Loyal,Steady mid-tier,False,41
2241,57,55-64,Male,Developing,Steady mid-tier,False,18
2242,18,18-24,Male,New,High-value regulars,False,3
2243,18,18-24,Male,New,High-value regulars,False,5
2244,56,55-64,Male,Developing,Steady mid-tier,False,13
2245,35,35-44,Male,Developing,Steady mid-tier,False,22
2246,49,45-54,Male,Loyal,High-value regulars,False,45
2247,49,45-54,Male,Established,Steady mid-tier,False,39
2248,34,25-34,Male,Developing,Steady mid-tier,False,18
2249,63,55-64,Male,Developing,High-value regulars,False,19
2250,42,35-44,Male,Established,High-value regulars,False,29
2251,41,35-44,Male,Developing,High-value regulars,False,19
2252,26,25-34,Male,Developing,Steady mid-tier,False,22
2253,48,45-54,Male,Developing,Steady mid-tier,False,21
2254,62,55-64,Male,Developing,Steady mid-tier,False,22
2255,24,18-24,Male,Loyal,Steady mid-tier,False,44
2256,48,45-54,Male,Loyal,Steady mid-tier,False,42
2257,31,25-34,Male,Established,Steady mid-tier,False,33
2258,41,35-44,Male,New,Steady mid-tier,False,6
2259,24,18-24,Male,Loyal,Steady mid-tier,False,44
2260,60,55-64,Male,Developing,Steady mid-tier,False,24
2261,38,35-44,Male,Developing,Steady mid-tier,False,16
2262,58,55-64,Male,Developing,High-value regulars,False,12
2263,53,45-54,Male,Loyal,Steady mid-tier,False,50
2264,44,35-44,Male,Loyal,Steady mid-tier,False,42
2265,51,45-54,Male,Loyal,Steady mid-tier,False,50
2266,36,35-44,Male,New,Steady mid-tier,False,10
2267,20,18-24,Male,Established,High-value regulars,False,32
2268,32,25-34,Male,Established,High-value regulars,False,37
2269,66,65+,Male,Developing,Steady mid-tier,False,15
2270,49,45-54,Male,Established,Steady mid-tier,False,27
2271,27,25-34,Male,New,High-value regulars,False,7
2272,29,25-34,Male,Loyal,Steady mid-tier,False,49
2273,29,25-34,Male,Loyal,Steady mid-tier,False,44
2274,55,55-64,Male,Developing,High-value regulars,False,13
2275,57,55-64,Male,Established,Steady mid-tier,False,38
2276,29,25-34,Male,New,High-value regulars,False,10
2277,31,25-34,Male,Developing,High-value regulars,False,25
2278,25,25-34,Male,Developing,Steady mid-tier,False,18
2279,61,55-64,Male,New,Steady mid-tier,False,6
2280,53,45-54,Male,Established,Steady mid-tier,False,35
2281,22,18-24,Male,Established,Steady mid-tier,False,31
2282,28,25-34,Male,Loyal,Steady mid-tier,False,41
2283,18,18-24,Male,New,Steady mid-tier,False,8
2284,44,35-44,Male,Established,Steady mid-tier,False,34
2285,32,25-34,Male,Developing,Steady mid-tier,False,20
2286,34,25-34,Male,Established,Steady mid-tier,False,38
2287,67,65+,Male,Established,Steady mid-tier,False,35
2288,66,65+,Male,New,Steady mid-tier,False,6
2289,28,25-34,Male,Loyal,High-value regulars,False,50
2290,70,65+,Male,Loyal,High-value regulars,False,47
2291,37,35-44,Male,Developing,Steady mid-tier,False,23
2292,28,25-34,Male,Developing,Steady mid-tier,False,13
2293,43,35-44,Male,Established,Steady mid-tier,False,31
2294,37,35-44,Male,Developing,Steady mid-tier,False,16
2295,54,45-54,Male,Established,Steady mid-tier,False,40
2296,50,45-54,Male,Loyal,Steady mid-tier,False,45
2297,46,45-54,Male,Loyal,Steady mid-tier,False,50
2298,60,55-64,Male,New,Steady mid-tier,False,1
2299,40,35-44,Male,New,Steady mid-tier,False,10
2300,64,55-64,Male,Loyal,Steady mid-tier,False,48
2301,18,18-24,Male,Established,Steady mid-tier,False,38
2302,37,35-44,Male,Developing,Steady mid-tier,False,21
2303,36,35-44,Male,Established,Steady mid-tier,False,38
2304,51,45-54,Male,Established,High-value regulars,False,31
2305,26,25-34,Male,New,High-value regulars,False,9
2306,68,65+,Male,Loyal,High-value regulars,False,47
2307,27,25-34,Male,New,High-value regulars,False,8
2308,28,25-34,Male,Established,Steady mid-tier,False,30
2309,49,45-54,Male,Developing,Steady mid-tier,False,22
2310,70,65+,Male,New,Steady mid-tier,False,3
2311,30,25-34,Male,Developing,Steady mid-tier,False,15
2312,27,25-34,Male,New,Steady mid-tier,False,10
2313,19,18-24,Male,Developing,Steady mid-tier,False,19
2314,64,55-64,Male,Established,Steady mid-tier,False,36
2315,42,35-44,Male,Developing,Steady mid-tier,False,12
2316,69,65+,Male,Loyal,Steady mid-tier,False,49
2317,28,25-34,Male,New,Steady mid-tier,False,7
2318,47,45-54,Male,Established,Steady mid-tier,False,28
2319,69,65+,Male,Established,Steady mid-tier,False,30
2320,56,55-64,Male,Established,Steady mid-tier,False,29
2321,28,25-34,Male,New,Steady mid-tier,False,9
2322,50,45-54,Male,Established,Steady mid-tier,False,27
2323,39,35-44,Male,Developing,High-value regulars,False,21
2324,35,35-44,Male,Established,Steady mid-tier,False,36
2325,59,55-64,Male,Developing,Steady mid-tier,False,19
2326,44,35-44,Male,Loyal,High-value regulars,False,47
2327,66,65+,Male,Established,Steady mid-tier,False,38
2328,20,18-24,Male,Developing,High-value regulars,False,22
2329,45,45-54,Male,Established,Steady mid-tier,False,29
2330,49,45-54,Male,Loyal,Steady mid-tier,False,42
2331,60,55-64,Male,Loyal,Steady mid-tier,False,47
2332,61,55-64,Male,New,High-value regulars,False,10
2333,36,35-44,Male,New,Steady mid-tier,False,10
2334,33,25-34,Male,New,Steady mid-tier,False,1
2335,49,45-54,Male,New,Steady mid-tier,False,7
2336,31,25-34,Male,New,Steady mid-tier,False,10
2337,19,18-24,Male,Developing,High-value regulars,False,11
2338,39,35-44,Male,New,Steady mid-tier,False,5
2339,66,65+,Male,Developing,Steady mid-tier,False,21
2340,25,25-34,Male,Developing,Steady mid-tier,False,24
2341,63,55-64,Male,Established,Steady mid-tier,False,37
2342,56,55-64,Male,Developing,Steady mid-tier,False,22
2343,20,18-24,Male,Developing,High-value regulars,False,16
2344,58,55-64,Male,Loyal,Steady mid-tier,False,44
2345,34,25-34,Male,Developing,High-value regulars,False,14
2346,28,25-34,Male,Developing,Steady mid-tier,False,23
2347,22,18-24,Male,Loyal,High-value regulars,False,46
2348,37,35-44,Male,Loyal,Steady mid-tier,False,46
2349,54,45-54,Male,Developing,Steady mid-tier,False,16
2350,65,65+,Male,Established,Steady mid-tier,False,40
2351,57,55-64,Male,Developing,Steady mid-tier,False,21
2352,38,35-44,Male,Developing,Steady mid-tier,False,25
2353,70,65+,Male,Developing,Steady mid-tier,False,25
2354,56,55-64,Male,Developing,Steady mid-tier,False,25
2355,56,55-64,Male,Established,Steady mid-tier,False,27
2356,22,18-24,Male,Developing,Steady mid-tier,False,12
2357,57,55-64,Male,Established,Steady mid-tier,False,27
2358,53,45-54,Male,Established,High-value regulars,False,40
2359,53,45-54,Male,Established,Steady mid-tier,False,38
2360,19,18-24,Male,Loyal,Steady mid-tier,False,44
2361,49,45-54,Male,Established,Steady mid-tier,False,27
2362,44,35-44,Male,Established,Steady mid-tier,False,30
2363,27,25-34,Male,Developing,Steady mid-tier,False,24
2364,60,55-64,Male,Established,High-value regulars,False,38
2365,62,55-64,Male,New,Steady mid-tier,False,4
2366,52,45-54,Male,Established,Steady mid-tier,False,32
2367,30,25-34,Male,Established,High-value regulars,False,32
2368,66,65+,Male,Established,High-value regulars,False,28
2369,29,25-34,Male,New,Steady mid-tier,False,6
2370,24,18-24,Male,Developing,Steady mid-tier,False,24
2371,51,45-54,Male,Established,High-value regulars,False,38
2372,67,65+,Male,Established,Steady mid-tier,False,28
2373,50,45-54,Male,New,Steady mid-tier,False,9
2374,37,35-44,Male,Developing,Steady mid-tier,False,21
2375,69,65+,Male,Established,Steady mid-tier,False,31
2376,60,55-64,Male,Developing,Steady mid-tier,False,18
2377,21,18-24,Male,New,High-value regulars,False,5
2378,44,35-44,Male,Developing,Steady mid-tier,False,22
2379,26,25-34,Male,Established,High-value regulars,False,37
2380,40,35-44,Male,Developing,Steady mid-tier,False,22
2381,41,35-44,Male,Established,High-value regulars,False,36
2382,62,55-64,Male,Developing,Steady mid-tier,False,23
2383,39,35-44,Male,Loyal,High-value regulars,False,44
2384,53,45-54,Male,Developing,Steady mid-tier,False,25
2385,24,18-24,Male,Established,Steady mid-tier,False,40
2386,41,35-44,Male,Developing,High-value regulars,False,12
2387,19,18-24,Male,Developing,Steady mid-tier,False,14
2388,36,35-44,Male,Developing,Steady mid-tier,False,14
2389,21,18-24,Male,New,Steady mid-tier,False,10
2390,25,25-34,Male,Developing,Steady mid-tier,False,17
2391,65,65+,Male,Developing,High-value regulars,False,24
2392,42,35-44,Male,Established,Steady mid-tier,False,31
2393,40,35-44,Male,Established,Steady mid-tier,False,36
2394,58,55-64,Male,Established,Steady mid-tier,False,38
2395,40,35-44,Male,Developing,Steady mid-tier,False,23
2396,62,55-64,Male,Loyal,High-value regulars,False,47
2397,38,35-44,Male,Developing,High-value regulars,False,20
2398,37,35-44,Male,Loyal,Steady mid-tier,False,41
2399,65,65+,Male,Loyal,High-value regulars,False,44
2400,55,55-64,Male,Established,Steady mid-tier,False,31
2401,43,35-44,Male,Developing,High-value regulars,False,11
2402,43,35-44,Male,Developing,High-value regulars,False,25
2403,45,45-54,Male,Established,High-value regulars,False,31
2404,64,55-64,Male,Established,High-value regulars,False,40
2405,28,25-34,Male,Developing,Steady mid-tier,False,23
2406,69,65+,Male,New,Steady mid-tier,False,5
2407,54,45-54,Male,Established,High-value regulars,False,26
2408,52,45-54,Male,Developing,Steady mid-tier,False,11
2409,23,18-24,Male,Loyal,Steady mid-tier,False,44
2410,26,25-34,Male,Loyal,Steady mid-tier,False,47
