customer_id,age,age_band,gender,location,category,item_purchased,size,color,season,purchase_amount,review_rating,review_rating_imputed,subscription_status,is_subscriber,shipping_type,discount_applied,received_discount,payment_method,previous_purchases,loyalty_tier,frequency_of_purchases,purchase_frequency_days,purchases_per_year,est_annual_value,segment_id,segment
2293,43,35-44,Male,Vermont,Clothing,T-shirt,S,Beige,Spring,34,3.8,False,No,False,Next Day Air,No,False,Debit Card,31,Established,Monthly,30,12.17,413.78,1,Steady mid-tier
2294,37,35-44,Male,Georgia,Clothing,Sweater,L,Green,Fall,68,3.3,False,No,False,Express,No,False,Debit Card,16,Developing,Every 3 Months,90,4.06,276.08,1,Steady mid-tier
2295,54,45-54,Male,Maryland,Accessories,Sunglasses,M,Red,Winter,95,5.0,False,No,False,Express,No,False,Debit Card,40,Established,Annually,365,1.0,95.0,1,Steady mid-tier
2296,50,45-54,Male,Connecticut,Accessories,Hat,L,Beige,Spring,22,2.9,False,No,False,2-Day Shipping,No,False,PayPal,45,Loyal,Quarterly,90,4.06,89.32,1,Steady mid-tier
2297,46,45-54,Male,Washington,Accessories,Gloves,M,Green,Fall,88,2.5,False,No,False,Next Day Air,No,False,Venmo,50,Loyal,Every 3 Months,90,4.06,357.28,1,Steady mid-tier
2298,60,55-64,Male,California,Clothing,Socks,M,Orange,Summer,83,4.7,False,No,False,Standard,No,False,Bank Transfer,1,New,Quarterly,90,4.06,336.98,1,Steady mid-tier
2299,40,35-44,Male,Montana,Accessories,Handbag,L,Cyan,Spring,87,2.9,False,No,False,2-Day Shipping,No,False,Cash,10,New,Every 3 Months,90,4.06,353.22,1,Steady mid-tier
2300,64,55-64,Male,Idaho,Outerwear,Coat,M,Violet,Summer,57,3.7,False,No,False,Store Pickup,No,False,Credit Card,48,Loyal,Every 3 Months,90,4.06,231.42,1,Steady mid-tier
2301,18,18-24,Male,Pennsylvania,Outerwear,Coat,XL,Lavender,Summer,88,4.4,False,No,False,2-Day Shipping,No,False,Credit Card,38,Established,Monthly,30,12.17,1070.96,1,Steady mid-tier
2302,37,35-44,Male,Maine,Clothing,Pants,L,Turquoise,Winter,20,2.9,False,No,False,Next Day Air,No,False,Debit Card,21,Developing,Annually,365,1.0,20.0,1,Steady mid-tier
2303,36,35-44,Male,Montana,Accessories,Belt,L,Pink,Summer,39,3.6,False,No,False,Store Pickup,No,False,Venmo,38,Established,Monthly,30,12.17,474.63,1,Steady mid-tier
2304,51,45-54,Male,New Jersey,Accessories,Sunglasses,S,Beige,Spring,71,4.8,False,No,False,2-Day Shipping,No,False,Credit Card,31,Established,Fortnightly,14,26.07,1850.97,0,High-value regulars
2305,26,25-34,Male,Louisiana,Clothing,Hoodie,L,Silver,Winter,73,4.7,False,No,False,Free Shipping,No,False,Debit Card,9,New,Fortnightly,14,26.07,1903.11,0,High-value regulars
2306,68,65+,Male,Maine,Accessories,Handbag,M,Gold,Summer,63,2.6,False,No,False,Free Shipping,No,False,Cash,47,Loyal,Weekly,7,52.14,3284.82,0,High-value regulars
2307,27,25-34,Male,Florida,Accessories,Gloves,L,Silver,Winter,78,3.4,False,No,False,Standard,No,False,Cash,8,New,Bi-Weekly,14,26.07,2033.46,0,High-value regulars
2308,28,25-34,Male,Missouri,Clothing,Skirt,L,Green,Fall,96,3.5,False,No,False,Next Day Air,No,False,Debit Card,30,Established,Annually,365,1.0,96.0,1,Steady mid-tier
2309,49,45-54,Male,North Dakota,Accessories,Sunglasses,M,Teal,Winter,81,3.4,False,No,False,2-Day Shipping,No,False,Bank Transfer,22,Developing,Quarterly,90,4.06,328.86,1,Steady mid-tier
2310,70,65+,Male,Connecticut,Clothing,Dress,S,Gold,Fall,95,5.0,False,No,False,2-Day Shipping,No,False,Bank Transfer,3,New,Quarterly,90,4.06,385.7,1,Steady mid-tier
2311,30,25-34,Male,Virginia,Accessories,Gloves,M,Cyan,Spring,68,4.6,False,No,False,Standard,No,False,PayPal,15,Developing,Monthly,30,12.17,827.56,1,Steady mid-tier
2312,27,25-34,Male,Montana,Footwear,Sneakers,L,Gold,Spring,28,4.8,False,No,False,2-Day Shipping,No,False,Bank Transfer,10,New,Every 3 Months,90,4.06,113.68,1,Steady mid-tier
2313,19,18-24,Male,Vermont,Clothing,T-shirt,L,Violet,Summer,30,3.7,False,No,False,Free Shipping,No,False,Cash,19,Developing,Every 3 Months,90,4.06,121.8,1,Steady mid-tier
2314,64,55-64,Male,Georgia,Clothing,Dress,M,Black,Summer,31,4.7,False,No,False,Next Day Air,No,False,Bank Transfer,36,Established,Fortnightly,14,26.07,808.17,1,Steady mid-tier
2315,42,35-44,Male,Virginia,Accessories,Handbag,XL,Brown,Winter,95,4.4,False,No,False,Express,No,False,Bank Transfer,12,Developing,Every 3 Months,90,4.06,385.7,1,Steady mid-tier
2316,69,65+,Male,Vermont,Clothing,Socks,M,Indigo,Winter,79,3.5,False,No,False,2-Day Shipping,No,False,Debit Card,49,Loyal,Quarterly,90,4.06,320.74,1,Steady mid-tier
2317,28,25-34,Male,Montana,Footwear,Sneakers,L,Yellow,Winter,39,3.8,False,No,False,Standard,No,False,Debit Card,7,New,Annually,365,1.0,39.0,1,Steady mid-tier
2318,47,45-54,Male,New Jersey,Outerwear,Jacket,M,Purple,Summer,34,4.7,False,No,False,Next Day Air,No,False,Bank Transfer,28,Established,Monthly,30,12.17,413.78,1,Steady mid-tier
2319,69,65+,Male,Wyoming,Clothing,Hoodie,L,White,Spring,28,3.1,False,No,False,Store Pickup,No,False,Credit Card,30,Established,Annually,365,1.0,28.0,1,Steady mid-tier
2320,56,55-64,Male,Maine,Footwear,Sandals,XL,Turquoise,Winter,38,5.0,False,No,False,Free Shipping,No,False,PayPal,29,Established,Monthly,30,12.17,462.46,1,Steady mid-tier
2321,28,25-34,Male,New Mexico,Footwear,Shoes,M,Olive,Spring,55,3.7,False,No,False,Free Shipping,No,False,Debit Card,9,New,Every 3 Months,90,4.06,223.3,1,Steady mid-tier
2322,50,45-54,Male,Colorado,Footwear,Sandals,M,Beige,Winter,31,3.0,False,No,False,Next Day Air,No,False,Debit Card,27,Established,Fortnightly,14,26.07,808.17,1,Steady mid-tier
2323,39,35-44,Male,Connecticut,Outerwear,Coat,S,Lavender,Spring,84,4.5,False,No,False,Store Pickup,No,False,Venmo,21,Developing,Fortnightly,14,26.07,2189.88,0,High-value regulars
2324,35,35-44,Male,Maryland,Accessories,Gloves,L,White,Winter,93,4.7,False,No,False,Express,No,False,Credit Card,36,Established,Monthly,30,12.17,1131.81,1,Steady mid-tier
2325,59,55-64,Male,Oregon,Outerwear,Coat,L,Brown,Winter,28,3.5,False,No,False,Free Shipping,No,False,Debit Card,19,Developing,Annually,365,1.0,28.0,1,Steady mid-tier
2326,44,35-44,Male,New York,Footwear,Boots,M,Charcoal,Summer,55,4.4,False,No,False,2-Day Shipping,No,False,Cash,47,Loyal,Weekly,7,52.14,2867.7,0,High-value regulars
2327,66,65+,Male,Oklahoma,Clothing,Skirt,L,Maroon,Winter,63,2.6,False,No,False,Standard,No,False,Bank Transfer,38,Established,Annually,365,1.0,63.0,1,Steady mid-tier
2328,20,18-24,Male,Alabama,Clothing,Skirt,M,Red,Winter,94,4.2,False,No,False,2-Day Shipping,No,False,Venmo,22,Developing,Bi-Weekly,14,26.07,2450.58,0,High-value regulars
2329,45,45-54,Male,North Dakota,Clothing,Pants,M,Maroon,Fall,36,2.6,False,No,False,Express,No,False,Venmo,29,Established,Bi-Weekly,14,26.07,938.52,1,Steady mid-tier
2330,49,45-54,Male,Nebraska,Accessories,Hat,S,Teal,Spring,97,4.8,False,No,False,Free Shipping,No,False,Bank Transfer,42,Loyal,Annually,365,1.0,97.0,1,Steady mid-tier
2331,60,55-64,Male,Arizona,Accessories,Backpack,L,Orange,Summer,63,2.9,False,No,False,Store Pickup,No,False,PayPal,47,Loyal,Every 3 Months,90,4.06,255.78,1,Steady mid-tier
2332,61,55-64,Male,Illinois,Accessories,Scarf,S,Olive,Spring,77,4.3,False,No,False,2-Day Shipping,No,False,Credit Card,10,New,Bi-Weekly,14,26.07,2007.39,0,High-value regulars
2333,36,35-44,Male,South Carolina,Accessories,Scarf,XL,Olive,Fall,53,2.6,False,No,False,Store Pickup,No,False,Venmo,10,New,Monthly,30,12.17,645.01,1,Steady mid-tier
2334,33,25-34,Male,Kansas,Clothing,Shirt,M,Beige,Spring,77,3.8,False,No,False,Next Day Air,No,False,PayPal,1,New,Every 3 Months,90,4.06,312.62,1,Steady mid-tier
2335,49,45-54,Male,Kansas,Footwear,Boots,L,Green,Summer,79,4.2,False,No,False,Standard,No,False,Credit Card,7,New,Monthly,30,12.17,961.43,1,Steady mid-tier
2336,31,25-34,Male,Idaho,Outerwear,Coat,M,Black,Summer,37,3.9,False,No,False,Store Pickup,No,False,Venmo,10,New,Fortnightly,14,26.07,964.59,1,Steady mid-tier
2337,19,18-24,Male,California,Accessories,Belt,M,Green,Winter,94,3.1,False,No,False,Free Shipping,No,False,Credit Card,11,Developing,Weekly,7,52.14,4901.16,0,High-value regulars
2338,39,35-44,Male,North Dakota,Footwear,Boots,S,Violet,Fall,76,3.6,False,No,False,Store Pickup,No,False,Cash,5,New,Annually,365,1.0,76.0,1,Steady mid-tier
2339,66,65+,Male,Georgia,Footwear,Sneakers,S,Silver,Fall,68,4.0,False,No,False,Express,No,False,PayPal,21,Developing,Quarterly,90,4.06,276.08,1,Steady mid-tier
2340,25,25-34,Male,Illinois,Clothing,Shirt,L,Maroon,Spring,65,3.4,False,No,False,Next Day Air,No,False,Bank Transfer,24,Developing,Quarterly,90,4.06,263.9,1,Steady mid-tier
2341,63,55-64,Male,Delaware,Clothing,Blouse,M,Cyan,Summer,24,2.6,False,No,False,Standard,No,False,Credit Card,37,Established,Fortnightly,14,26.07,625.68,1,Steady mid-tier
2342,56,55-64,Male,Connecticut,Outerwear,Jacket,L,Teal,Summer,31,4.5,False,No,False,Express,No,False,Venmo,22,Developing,Every 3 Months,90,4.06,125.86,1,Steady mid-tier
2343,20,18-24,Male,Tennessee,Clothing,Skirt,M,Olive,Fall,89,4.9,False,No,False,Standard,No,False,Debit Card,16,Developing,Fortnightly,14,26.07,2320.23,0,High-value regulars
2344,58,55-64,Male,Maryland,Clothing,Socks,M,Red,Summer,49,4.4,False,No,False,2-Day Shipping,No,False,PayPal,44,Loyal,Monthly,30,12.17,596.33,1,Steady mid-tier
2345,34,25-34,Male,Rhode Island,Footwear,Sandals,XL,Lavender,Fall,92,3.5,False,No,False,Express,No,False,Venmo,14,Developing,Bi-Weekly,14,26.07,2398.44,0,High-value regulars
2346,28,25-34,Male,New York,Clothing,T-shirt,S,Orange,Winter,32,3.3,False,No,False,Express,No,False,Bank Transfer,23,Developing,Every 3 Months,90,4.06,129.92,1,Steady mid-tier
2347,22,18-24,Male,New Mexico,Outerwear,Jacket,L,Brown,Winter,67,3.1,False,No,False,Standard,No,False,Debit Card,46,Loyal,Fortnightly,14,26.07,1746.69,0,High-value regulars
2348,37,35-44,Male,California,Accessories,Belt,S,Gray,Fall,64,4.2,False,No,False,Express,No,False,Cash,46,Loyal,Every 3 Months,90,4.06,259.84,1,Steady mid-tier
2349,54,45-54,Male,Maine,Footwear,Shoes,M,Orange,Spring,84,4.9,False,No,False,Next Day Air,No,False,PayPal,16,Developing,Every 3 Months,90,4.06,341.04,1,Steady mid-tier
2350,65,65+,Male,New York,Clothing,Blouse,M,Orange,Fall,34,3.9,False,No,False,Standard,No,False,Credit Card,40,Established,Every 3 Months,90,4.06,138.04,1,Steady mid-tier
2351,57,55-64,Male,Hawaii,Footwear,Shoes,M,Turquoise,Winter,26,4.2,False,No,False,Free Shipping,No,False,Cash,21,Developing,Annually,365,1.0,26.0,1,Steady mid-tier
2352,38,35-44,Male,New Hampshire,Clothing,Sweater,S,Cyan,Fall,50,4.9,False,No,False,Store Pickup,No,False,PayPal,25,Developing,Bi-Weekly,14,26.07,1303.5,1,Steady mid-tier
2353,70,65+,Male,Nebraska,Footwear,Boots,M,Yellow,Fall,46,2.8,False,No,False,Store Pickup,No,False,Bank Transfer,25,Developing,Quarterly,90,4.06,186.76,1,Steady mid-tier
2354,56,55-64,Male,Montana,Accessories,Handbag,M,White,Fall,71,4.1,False,No,False,Standard,No,False,Debit Card,25,Developing,Every 3 Months,90,4.06,288.26,1,Steady mid-tier
2355,56,55-64,Male,Wisconsin,Clothing,Blouse,M,Blue,Summer,78,4.8,False,No,False,Next Day Air,No,False,Venmo,27,Established,Monthly,30,12.17,949.26,1,Steady mid-tier
2356,22,18-24,Male,Tennessee,Clothing,Skirt,S,Purple,Winter,35,4.1,False,No,False,Next Day Air,No,False,Cash,12,Developing,Monthly,30,12.17,425.95,1,Steady mid-tier
2357,57,55-64,Male,Montana,Accessories,Backpack,M,Gray,Summer,58,3.0,False,No,False,Free Shipping,No,False,Debit Card,27,Established,Quarterly,90,4.06,235.48,1,Steady mid-tier
2358,53,45-54,Male,Michigan,Clothing,Shirt,L,Cyan,Fall,67,4.2,False,No,False,2-Day Shipping,No,False,Credit Card,40,Established,Bi-Weekly,14,26.07,1746.69,0,High-value regulars
2359,53,45-54,Male,Texas,Clothing,Sweater,L,Pink,Spring,93,3.8,False,No,False,Standard,No,False,Credit Card,38,Established,Quarterly,90,4.06,377.58,1,Steady mid-tier
2360,19,18-24,Male,Pennsylvania,Accessories,Scarf,S,Gold,Spring,81,3.3,False,No,False,2-Day Shipping,No,False,Bank Transfer,44,Loyal,Every 3 Months,90,4.06,328.86,1,Steady mid-tier
2361,49,45-54,Male,New York,Accessories,Handbag,L,Silver,Fall,80,4.7,False,No,False,2-Day Shipping,No,False,Venmo,27,Established,Every 3 Months,90,4.06,324.8,1,Steady mid-tier
2362,44,35-44,Male,Alabama,Accessories,Scarf,M,Gray,Spring,64,4.3,False,No,False,2-Day Shipping,No,False,Credit Card,30,Established,Every 3 Months,90,4.06,259.84,1,Steady mid-tier
2363,27,25-34,Male,Virginia,Clothing,Jeans,M,Brown,Fall,41,2.7,False,No,False,Standard,No,False,Credit Card,24,Developing,Monthly,30,12.17,498.97,1,Steady mid-tier
2364,60,55-64,Male,Pennsylvania,Clothing,Socks,XL,Pink,Winter,79,4.2,False,No,False,Express,No,False,Cash,38,Established,Bi-Weekly,14,26.07,2059.53,0,High-value regulars
2365,62,55-64,Male,Mississippi,Accessories,Sunglasses,L,Maroon,Winter,60,4.2,False,No,False,Free Shipping,No,False,PayPal,4,New,Quarterly,90,4.06,243.6,1,Steady mid-tier
2366,52,45-54,Male,Wyoming,Footwear,Sneakers,S,Peach,Winter,91,2.5,False,No,False,Next Day Air,No,False,Venmo,32,Established,Monthly,30,12.17,1107.47,1,Steady mid-tier
2367,30,25-34,Male,New Mexico,Footwear,Shoes,L,Brown,Winter,66,3.6,False,No,False,Express,No,False,Credit Card,32,Established,Fortnightly,14,26.07,1720.62,0,High-value regulars
2368,66,65+,Male,North Dakota,Clothing,Socks,L,Green,Winter,85,3.4,False,No,False,Standard,No,False,Bank Transfer,28,Established,Bi-Weekly,14,26.07,2215.95,0,High-value regulars
2369,29,25-34,Male,New Jersey,Accessories,Sunglasses,M,Lavender,Summer,38,3.3,False,No,False,Standard,No,False,Debit Card,6,New,Every 3 Months,90,4.06,154.28,1,Steady mid-tier
2370,24,18-24,Male,Vermont,Clothing,Sweater,M,Cyan,Winter,23,4.6,False,No,False,Standard,No,False,PayPal,24,Developing,Monthly,30,12.17,279.91,1,Steady mid-tier
2371,51,45-54,Male,Alaska,Footwear,Shoes,M,Black,Spring,71,3.9,False,No,False,Store Pickup,No,False,Venmo,38,Established,Weekly,7,52.14,3701.94,0,High-value regulars
2372,67,65+,Male,Indiana,Clothing,Socks,M,Charcoal,Winter,25,3.7,False,No,False,Next Day Air,No,False,Debit Card,28,Established,Annually,365,1.0,25.0,1,Steady mid-tier
2373,50,45-54,Male,Alabama,Footwear,Boots,XL,Silver,Spring,39,3.1,False,No,False,Express,No,False,PayPal,9,New,Fortnightly,14,26.07,1016.73,1,Steady mid-tier
2374,37,35-44,Male,Michigan,Clothing,Hoodie,M,Gray,Spring,20,4.9,False,No,False,Express,No,False,Debit Card,21,Developing,Every 3 Months,90,4.06,81.2,1,Steady mid-tier
2375,69,65+,Male,Washington,Accessories,Gloves,L,Peach,Winter,73,4.7,False,No,False,Standard,No,False,Debit Card,31,Established,Monthly,30,12.17,888.41,1,Steady mid-tier
2376,60,55-64,Male,Virginia,Accessories,Backpack,L,Peach,Fall,63,2.9,False,No,False,Next Day Air,No,False,Credit Card,18,Developing,Quarterly,90,4.06,255.78,1,Steady mid-tier
2377,21,18-24,Male,Tennessee,Accessories,Gloves,XL,Cyan,Spring,94,4.1,False,No,False,Express,No,False,Cash,5,New,Weekly,7,52.14,4901.16,0,High-value regulars
2378,44,35-44,Male,South Dakota,Clothing,Blouse,L,Magenta,Fall,94,4.0,False,No,False,Next Day Air,No,False,Cash,22,Developing,Annually,365,1.0,94.0,1,Steady mid-tier
2379,26,25-34,Male,New Hampshire,Accessories,Scarf,L,Teal,Summer,71,2.7,False,No,False,Store Pickup,No,False,PayPal,37,Established,Bi-Weekly,14,26.07,1850.97,0,High-value regulars
2380,40,35-44,Male,South Dakota,Accessories,Hat,M,Peach,Spring,77,4.0,False,No,False,2-Day Shipping,No,False,Debit Card,22,Developing,Monthly,30,12.17,937.09,1,Steady mid-tier
2381,41,35-44,Male,Pennsylvania,Accessories,Scarf,M,Black,Fall,66,2.5,False,No,False,Next Day Air,No,False,PayPal,36,Established,Fortnightly,14,26.07,1720.62,0,High-value regulars
2382,62,55-64,Male,Wisconsin,Footwear,Sandals,M,Teal,Summer,23,4.5,False,No,False,Free Shipping,No,False,PayPal,23,Developing,Annually,365,1.0,23.0,1,Steady mid-tier
2383,39,35-44,Male,California,Clothing,Sweater,M,Turquoise,Spring,60,3.9,False,No,False,Express,No,False,Debit Card,44,Loyal,Weekly,7,52.14,3128.4,0,High-value regulars
2384,53,45-54,Male,Rhode Island,Accessories,Backpack,L,Gold,Spring,72,4.9,False,No,False,2-Day Shipping,No,False,Bank Transfer,25,Developing,Annually,365,1.0,72.0,1,Steady mid-tier
2385,24,18-24,Male,Alabama,Clothing,Blouse,L,Green,Winter,35,3.3,False,No,False,2-Day Shipping,No,False,PayPal,40,Established,Quarterly,90,4.06,142.1,1,Steady mid-tier
2386,41,35-44,Male,Oklahoma,Accessories,Scarf,M,Brown,Fall,31,3.8,False,No,False,Express,No,False,PayPal,12,Developing,Weekly,7,52.14,1616.34,0,High-value regulars
2387,19,18-24,Male,Illinois,Clothing,Socks,L,Blue,Summer,33,2.9,False,No,False,Standard,No,False,Venmo,14,Developing,Monthly,30,12.17,401.61,1,Steady mid-tier
2388,36,35-44,Male,Tennessee,Accessories,Hat,M,Gold,Summer,95,4.0,False,No,False,2-Day Shipping,No,False,Debit Card,14,Developing,Monthly,30,12.17,1156.15,1,Steady mid-tier
2389,21,18-24,Male,Alabama,Clothing,Dress,M,Peach,Fall,68,4.1,False,No,False,Store Pickup,No,False,Debit Card,10,New,Annually,365,1.0,68.0,1,Steady mid-tier
2390,25,25-34,Male,Kansas,Outerwear,Coat,M,Violet,Spring,87,3.1,False,No,False,Store Pickup,No,False,Bank Transfer,17,Developing,Every 3 Months,90,4.06,353.22,1,Steady mid-tier
2391,65,65+,Male,Arizona,Clothing,Shirt,XL,Yellow,Winter,64,4.6,False,No,False,Express,No,False,Debit Card,24,Developing,Fortnightly,14,26.07,1668.48,0,High-value regulars
2392,42,35-44,Male,Michigan,Clothing,Shirt,M,Black,Winter,74,4.6,False,No,False,Next Day Air,No,False,Bank Transfer,31,Established,Quarterly,90,4.06,300.44,1,Steady mid-tier
2393,40,35-44,Male,Missouri,Clothing,Jeans,L,Silver,Spring,62,2.6,False,No,False,2-Day Shipping,No,False,Cash,36,Established,Annually,365,1.0,62.0,1,Steady mid-tier
2394,58,55-64,Male,Louisiana,Clothing,Socks,M,Brown,Winter,97,5.0,False,No,False,2-Day Shipping,No,False,PayPal,38,Established,Every 3 Months,90,4.06,393.82,1,Steady mid-tier
2395,40,35-44,Male,Connecticut,Footwear,Sandals,L,Peach,Fall,47,2.9,False,No,False,2-Day Shipping,No,False,Debit Card,23,Developing,Fortnightly,14,26.07,1225.29,1,Steady mid-tier
2396,62,55-64,Male,Connecticut,Clothing,Blouse,M,Cyan,Winter,83,3.5,False,No,False,2-Day Shipping,No,False,PayPal,47,Loyal,Bi-Weekly,14,26.07,2163.81,0,High-value regulars
2397,38,35-44,Male,Oregon,Clothing,Shirt,M,Olive,Spring,82,3.7,False,No,False,2-Day Shipping,No,False,Venmo,20,Developing,Weekly,7,52.14,4275.48,0,High-value regulars
2398,37,35-44,Male,West Virginia,Accessories,Sunglasses,L,Black,Fall,26,2.9,False,No,False,Store Pickup,No,False,Venmo,41,Loyal,Monthly,30,12.17,316.42,1,Steady mid-tier
2399,65,65+,Male,Florida,Outerwear,Jacket,M,Orange,Winter,81,4.3,False,No,False,Free Shipping,No,False,Bank Transfer,44,Loyal,Fortnightly,14,26.07,2111.67,0,High-value regulars
2400,55,55-64,Male,New Hampshire,Clothing,Dress,L,Beige,Spring,44,3.2,False,No,False,Store Pickup,No,False,Cash,31,Established,Monthly,30,12.17,535.48,1,Steady mid-tier
2401,43,35-44,Male,Oregon,Accessories,Sunglasses,M,Peach,Winter,88,4.2,False,No,False,Next Day Air,No,False,Credit Card,11,Developing,Bi-Weekly,14,26.07,2294.16,0,High-value regulars
2402,43,35-44,Male,Oregon,Footwear,Boots,M,Pink,Winter,76,4.2,False,No,False,Standard,No,False,PayPal,25,Developing,Bi-Weekly,14,26.07,1981.32,0,High-value regulars
2403,45,45-54,Male,Utah,Accessories,Scarf,M,Brown,Winter,89,3.8,False,No,False,Free Shipping,No,False,Cash,31,Established,Weekly,7,52.14,4640.46,0,High-value regulars
2404,64,55-64,Male,Missouri,Clothing,Shorts,M,Magenta,Fall,22,4.4,False,No,False,Standard,No,False,Debit Card,40,Established,Weekly,7,52.14,1147.08,0,High-value regulars
2405,28,25-34,Male,West Virginia,Clothing,Shorts,L,Cyan,Winter,33,3.1,False,No,False,2-Day Shipping,No,False,Credit Card,23,Developing,Bi-Weekly,14,26.07,860.31,1,Steady mid-tier
2406,69,65+,Male,California,Clothing,Jeans,XL,Silver,Fall,97,5.0,False,No,False,Standard,No,False,Debit Card,5,New,Quarterly,90,4.06,393.82,1,Steady mid-tier
2407,54,45-54,Male,California,Accessories,Scarf,M,Indigo,Winter,57,4.7,False,No,False,Standard,No,False,PayPal,26,Established,Weekly,7,52.14,2971.98,0,High-value regulars
2408,52,45-54,Male,Illinois,Clothing,Shorts,M,Beige,Summer,38,3.0,False,No,False,Express,No,False,Credit Card,11,Developing,Bi-Weekly,14,26.07,990.66,1,Steady mid-tier
2409,23,18-24,Male,Hawaii,Footwear,Sneakers,XL,Black,Fall,55,4.2,False,No,False,Next Day Air,No,False,Debit Card,44,Loyal,Every 3 Months,90,4.06,223.3,1,Steady mid-tier
2410,26,25-34,Male,Washington,Accessories,Jewelry,L,Yellow,Spring,37,3.0,False,No,False,Store Pickup,No,False,Cash,47,Loyal,Every 3 Months,90,4.06,150.22,1,Steady mid-tier
2411,48,45-54,Male,Wisconsin,Footwear,Shoes,M,Maroon,Summer,43,3.7,False,No,False,Free Shipping,No,False,PayPal,46,Loyal,Monthly,30,12.17,523.31,1,Steady mid-tier
2412,49,45-54,Male,Virginia,Clothing,Hoodie,M,Cyan,Summer,96,2.7,False,No,False,Free Shipping,No,False,Cash,35,Established,Every 3 Months,90,4.06,389.76,1,Steady mid-tier
2413,53,45-54,Male,Oregon,Outerwear,Jacket,M,Pink,Winter,51,4.3,False,No,False,2-Day Shipping,No,False,Bank Transfer,8,New,Bi-Weekly,14,26.07,1329.57,1,Steady mid-tier
2414,69,65+,Male,Pennsylvania,Clothing,Shorts,XL,Violet,Fall,95,2.7,False,No,False,2-Day Shipping,No,False,Bank Transfer,30,Established,Weekly,7,52.14,4953.3,0,High-value regulars
2415,26,25-34,Male,Virginia,Clothing,Socks,M,Lavender,Summer,26,3.7,False,No,False,Next Day Air,No,False,Credit Card,14,Developing,Bi-Weekly,14,26.07,677.82,1,Steady mid-tier
2416,21,18-24,Male,Hawaii,Outerwear,Coat,XL,Lavender,Fall,34,4.3,False,No,False,Standard,No,False,Bank Transfer,30,Established,Weekly,7,52.14,1772.76,0,High-value regulars
2417,59,55-64,Male,Nebraska,Footwear,Sandals,S,Black,Summer,83,4.0,False,No,False,Next Day Air,No,False,Credit Card,26,Established,Every 3 Months,90,4.06,336.98,1,Steady mid-tier
2418,21,18-24,Male,Alaska,Accessories,Backpack,M,Olive,Fall,24,3.3,False,No,False,Standard,No,False,Venmo,32,Established,Fortnightly,14,26.07,625.68,1,Steady mid-tier
2419,22,18-24,Male,Michigan,Clothing,Pants,S,Indigo,Fall,69,4.0,False,No,False,Next Day Air,No,False,Cash,47,Loyal,Every 3 Months,90,4.06,280.14,1,Steady mid-tier
2420,26,25-34,Male,North Carolina,Clothing,Sweater,M,Blue,Fall,40,2.7,False,No,False,Next Day Air,No,False,Credit Card,11,Developing,Every 3 Months,90,4.06,162.4,1,Steady mid-tier
2421,41,35-44,Male,North Carolina,Outerwear,Jacket,S,Green,Winter,87,4.2,False,No,False,Free Shipping,No,False,PayPal,28,Established,Annually,365,1.0,87.0,1,Steady mid-tier
2422,37,35-44,Male,Minnesota,Footwear,Sneakers,L,Pink,Spring,46,4.6,False,No,False,Standard,No,False,Debit Card,2,New,Every 3 Months,90,4.06,186.76,1,Steady mid-tier
2423,30,25-34,Male,Georgia,Accessories,Jewelry,M,Peach,Winter,82,4.8,False,No,False,Store Pickup,No,False,Credit Card,45,Loyal,Weekly,7,52.14,4275.48,0,High-value regulars
2424,49,45-54,Male,West Virginia,Accessories,Backpack,M,Purple,Summer,81,2.8,False,No,False,Free Shipping,No,False,Credit Card,7,New,Every 3 Months,90,4.06,328.86,1,Steady mid-tier
2425,49,45-54,Male,Delaware,Accessories,Jewelry,M,Peach,Winter,57,4.5,False,No,False,Next Day Air,No,False,Bank Transfer,28,Established,Bi-Weekly,14,26.07,1485.99,0,High-value regulars
2426,58,55-64,Male,North Dakota,Footwear,Shoes,S,Olive,Summer,49,3.0,False,No,False,2-Day Shipping,No,False,Bank Transfer,34,Established,Quarterly,90,4.06,198.94,1,Steady mid-tier
2427,70,65+,Male,Florida,Outerwear,Jacket,M,Olive,Fall,42,4.6,False,No,False,Free Shipping,No,False,Debit Card,26,Established,Every 3 Months,90,4.06,170.52,1,Steady mid-tier
2428,27,25-34,Male,Oregon,Outerwear,Jacket,M,Purple,Spring,26,3.3,False,No,False,Standard,No,False,Cash,45,Loyal,Quarterly,90,4.06,105.56,1,Steady mid-tier
2429,65,65+,Male,Idaho,Clothing,T-shirt,M,Violet,Spring,38,4.4,False,No,False,Next Day Air,No,False,Debit Card,34,Established,Annually,365,1.0,38.0,1,Steady mid-tier
2430,57,55-64,Male,Virginia,Footwear,Sneakers,XL,Maroon,Summer,57,4.4,False,No,False,Standard,No,False,Credit Card,47,Loyal,Fortnightly,14,26.07,1485.99,0,High-value regulars
2431,20,18-24,Male,North Dakota,Outerwear,Jacket,XL,White,Summer,100,4.3,False,No,False,Express,No,False,Cash,42,Loyal,Quarterly,90,4.06,406.0,1,Steady mid-tier
2432,34,25-34,Male,Alabama,Clothing,Hoodie,S,Olive,Fall,73,3.4,False,No,False,Express,No,False,Bank Transfer,27,Established,Every 3 Months,90,4.06,296.38,1,Steady mid-tier
2433,59,55-64,Male,Hawaii,Outerwear,Jacket,M,Peach,Winter,66,2.8,False,No,False,Store Pickup,No,False,Venmo,43,Loyal,Monthly,30,12.17,803.22,1,Steady mid-tier
